fid,field_1,Unnamed_ 0,Parcel ID,Address,Sale Date,Sale Price,Qualified,Reason,Acres,Parcel  Cl,Year  Buil,Square Ft,Price Per,lat,long,GEOID
"834","662","662",15015B000073,3043 SADDLE CREEK DR,2/28/2022,"$150,000.00",Qualified,FM,0.64,Residential,"1995","1490",$100.67,34.2711956,-83.7428436,"131390007042"
"835","1268","1268",15015B000037,3559 SUGGS RD,1/12/2022,"$169,000.00",Qualified,FM,4.25,Residential,"1978","0",$0.00,34.2754481,-83.7380716,"131390007042"
"836","33","33",15043F000215,5521 MULBERRY PRESERVE DR,6/6/2022,"$425,000.00",Qualified,FM,0.67,Residential,"2006","2668",$159.30,34.1596307,-83.8915177,"131390016101"
"837","158","158",15043F000065,5107 SCENIC VIEW RD,4/8/2022,"$366,833.00",Qualified,FM,0.63,Residential,"1996","1198",$306.20,34.1596031,-83.8815294,"131390016101"
"838","162","162","1.50E+47",4743 DEER RIDGE CT,4/6/2022,"$290,000.00",Qualified,FM,0.55,Residential,"1991","1838",$157.78,34.177246,-83.8976739,"131390016101"
"839","259","259",15043F000175,5688 DEEP CREEK CT,3/30/2022,"$406,000.00",Qualified,FM,0.58,Residential,"2021","2285",$177.68,34.1613373,-83.8878716,"131390016101"
"840","315","315",15043F000177,5683 DEEP CREEK CT,3/28/2022,"$368,900.00",Qualified,FM,0.9,Residential,"2021","2510",$146.97,34.1619386,-83.887704,"131390016101"
"841","327","327",15043F000121,5527 SQUIRREL NEST CT,3/25/2022,"$450,000.00",Qualified,FM,0.99,Residential,"2005","2413",$186.49,34.1551043,-83.8894366,"131390016101"
"842","445","445","1.50E+57",4603 QUAIL POINTE DR,3/18/2022,"$334,125.00",Qualified,FM,0.64,Residential,"1991","1438",$232.35,34.1794515,-83.8976325,"131390016101"
"843","535","535",15043F000135,5468 MULBERRY PRESERVE DR,3/10/2022,"$420,000.00",Qualified,FM,0.63,Residential,"2006","2750",$152.73,34.1582052,-83.8882361,"131390016101"
"844","564","564",15046 000054,6346 IRIS DR,3/8/2022,"$338,000.00",Qualified,FM,0.36,Residential,"1987","1300",$260.00,34.1609218,-83.8949835,"131390016101"
"845","822","822",15043F000084,5355 HIGH POINT RD,2/18/2022,"$271,000.00",Qualified,FM,0.3,Residential,"1997","1133",$239.19,34.1636108,-83.8846345,"131390016101"
"846","874","874",15046I000028,4811 REMINGTON DR,2/15/2022,"$1,188,400.00",Unqualified,"51",0.86,Residential,"1997","1255",$946.93,34.1727777,-83.8913822,"131390016101"
"847","891","891",15046G000142,6503 PARKLAND PL,2/14/2022,"$380,000.00",Qualified,FM,0.64,Residential,"1994","1728",$219.91,34.16742,-83.8924585,"131390016101"
"848","933","933",15046 000072,6361 SPOUT SPRINGS RD,2/10/2022,"$140,000.00",Qualified,FM,0.78,Residential,"1984","0",$0.00,34.1577508,-83.896515,"131390016101"
"849","1056","1056",15046 000059,6320 IRIS DR,1/28/2022,"$275,000.00",Qualified,FM,0.41,Residential,"1986","1269",$216.71,34.1606763,-83.8970117,"131390016101"
"850","1101","1101",15043F000081,5329 HIGH POINT RD,1/27/2022,"$659,329.00",Unqualified,"51",0.22,Residential,"1997","1248",$528.31,34.1619017,-83.8833511,"131390016101"
"851","1258","1258","1.50E+17",4650 QUAIL POINTE DR,1/13/2022,"$290,000.00",Qualified,FM,0.98,Residential,"1991","1356",$213.86,34.1770126,-83.9008195,"131390016101"
"852","1347","1347","1.50E+12",4630 QUAIL POINTE DR,1/4/2022,"$222,000.00",Unqualified,"23",0.59,Residential,"1991","1438",$154.38,34.177963,-83.899909,"131390016101"
"853","14","14","15041D000218",6426 PARK BENCH PL,6/30/2022,"$585,001.00",Qualified,FM,0.33,Residential,"2012","3241",$180.50,34.1253633,-83.868735,"131390016112"
"854","15","15",15041 000510,5630 VILLA CREST DR,6/30/2022,"$443,855.00",Qualified,FM,0.13,Residential,"2021","1355",$327.57,34.1040534,-83.8596697,"131390016112"
"855","22","22",15041 000512,5638 VILLA CREST DR,6/17/2022,"$443,370.00",Qualified,FM,0.13,Residential,"2022","1613",$274.87,34.1040534,-83.8596697,"131390016112"
"856","32","32",15041F000095,7263 GRAND REUNION DR,6/10/2022,"$600,000.00",Qualified,FM,0.35,Residential,"2004","2500",$240.00,34.1173775,-83.8684037,"131390016112"
"857","34","34",15041F000123,7530 GRAND REUNION DR,6/3/2022,"$675,000.00",Qualified,FM,0.47,Residential,"2005","3466",$194.75,34.1120452,-83.8631029,"131390016112"
"858","45","45",15041 000514,5646 VILLA CREST DR,5/27/2022,"$413,683.00",Qualified,FM,0.13,Residential,"2022","1343",$308.03,34.1040534,-83.8596697,"131390016112"
"859","67","67",15041C000155,5937 DEER CHASE LN,5/6/2022,"$655,000.00",Qualified,FM,0.64,Residential,"2005","2466",$265.61,34.1202593,-83.8567248,"131390016112"
"860","116","116","15041D000131",6180 GOLDEN MAPLE CT,4/14/2022,"$612,000.00",Qualified,FM,0.46,Residential,"2006","4128",$148.26,34.124903,-83.8647181,"131390016112"
"861","126","126",15041C000147,5816 GRAND REUNION DR,4/12/2022,"$750,000.00",Qualified,FM,0.36,Residential,"2007","3813",$196.70,34.1186504,-83.8611811,"131390016112"
"862","134","134",15041C000064,5868 PEACOCK LN,4/12/2022,"$750,000.00",Qualified,FM,0.3,Residential,"2003","3438",$218.15,34.1208516,-83.8586094,"131390016112"
"863","140","140","15041D000035",6209 GRAND REUNION DR,4/11/2022,"$680,000.00",Qualified,FM,0.38,Residential,"2006","3792",$179.32,34.1234143,-83.8678654,"131390016112"
"864","208","208",15041F000062,7334 HEDGEWOOD WAY,3/31/2022,"$615,000.00",Qualified,FM,0.26,Residential,"2003","2528",$243.28,34.1179139,-83.8704742,"131390016112"
"865","242","242","15041D000430",5981 ASH HILL PL,3/31/2022,"$549,000.00",Qualified,FM,0.29,Residential,"2019","3254",$168.72,34.1199537,-83.8662204,"131390016112"
"866","298","298",15041 000280,5977 ROLLINGWOOD WAY,3/28/2022,"$429,160.00",Qualified,FM,0.13,Residential,"2021","1545",$277.77,34.1085619,-83.8563951,"131390016112"
"867","299","299","15041D000365",6580 RED HAWK WAY,3/28/2022,"$546,000.00",Qualified,FM,1.46,Residential,"2018","3028",$180.32,34.1302034,-83.8761921,"131390016112"
"868","353","353","15041D000320",6457 HICKORY BRANCH DR,3/25/2022,"$700,000.00",Qualified,FM,0.61,Residential,"2017","3604",$194.23,34.1294097,-83.873231,"131390016112"
"869","360","360",15041 000354,5874 MAPLE BLUFF WAY,3/24/2022,"$659,428.00",Qualified,FM,0.15,Residential,"2021","1948",$338.52,34.1107933,-83.8549633,"131390016112"
"870","384","384",15041 000363,5633 WILLOW SPRINGS PL,3/23/2022,"$611,072.00",Qualified,FM,0.18,Residential,"2021","2424",$252.09,34.11199,-83.85207,"131390016112"
"871","530","530",15041 000361,5625 WILLOW SPRINGS PL,3/10/2022,"$561,177.00",Qualified,FM,0.18,Residential,"2021","2776",$202.15,34.1123246,-83.8522386,"131390016112"
"872","598","598","15041D000349",6514 RED HAWK WAY,3/4/2022,"$505,000.00",Qualified,FM,0.23,Residential,"2017","2890",$174.74,34.1312432,-83.8728759,"131390016112"
"873","678","678",15041C000127,7553 GRAND REUNION DR,2/28/2022,"$360,000.00",Qualified,FM,0.11,Residential,"2000","1834",$196.29,34.1124556,-83.8626474,"131390016112"
"874","681","681","15041D000116",6133 CEDAR SPRING LN,2/28/2022,"$543,000.00",Qualified,FM,0.25,Residential,"2006","3890",$139.59,34.1250661,-83.8662503,"131390016112"
"875","717","717",15041 000371,5665 WILLOW SPRINGS PL,2/25/2022,"$586,819.00",Qualified,FM,0.2,Residential,"2021","2612",$224.66,34.1105432,-83.8515035,"131390016112"
"876","788","788",15041 000373,5636 WILLOW SPRINGS PL,2/22/2022,"$797,293.00",Qualified,FM,0.18,Residential,"2021","2622",$304.08,34.1116669,-83.8525162,"131390016112"
"877","921","921","15041D000405",5930 ASH HILL PL,2/10/2022,"$515,000.00",Qualified,FM,0.22,Residential,"2019","3194",$161.24,34.1204279,-83.8643831,"131390016112"
"878","924","924","15041D000307",6430 HICKORY BRANCH DR,2/10/2022,"$560,000.00",Qualified,FM,0.27,Residential,"2016","3368",$166.27,34.1287437,-83.8713852,"131390016112"
"879","967","967","15041D000384",6609 STAG LEAP LN,2/7/2022,"$675,000.00",Qualified,FM,0.4,Residential,"2017","3302",$204.42,34.1301255,-83.873911,"131390016112"
"880","971","971",15041F000078,7222 GRAND REUNION DR,2/4/2022,"$467,000.00",Qualified,FM,0.23,Residential,"2005","2885",$161.87,34.1189163,-83.8697288,"131390016112"
"881","984","984",15041F000042,7254 GRAND REUNION DR,2/4/2022,"$430,000.00",Qualified,FM,0.22,Residential,"2003","1970",$218.27,34.1175302,-83.8688592,"131390016112"
"882","1009","1009","15041D000290",6446 SYCAMORE DR,2/2/2022,"$612,000.00",Qualified,FM,0.22,Residential,"2016","3690",$165.85,34.1310843,-83.8714266,"131390016112"
"883","1023","1023","15041D000270",6414 SYCAMORE DR,1/31/2022,"$635,000.00",Qualified,FM,0.19,Residential,"2014","3336",$190.35,34.1301026,-83.8699773,"131390016112"
"884","1024","1024","15041D000270",6414 SYCAMORE DR,1/31/2022,"$635,000.00",Unqualified,"99",0.19,Residential,"2014","3336",$190.35,34.1301026,-83.8699773,"131390016112"
"885","1230","1230",15041 000301A,5990 ROLLINGWOOD WAY,1/14/2022,"$430,000.00",Qualified,FM,0.14,Residential,"2021","1596",$269.42,34.1085269,-83.857236,"131390016112"
"886","1250","1250","15041D000137",6151 BAYBROOK TRCE,1/13/2022,"$475,000.00",Qualified,FM,0.29,Residential,"2007","3338",$142.30,34.123612,-83.8648837,"131390016112"
"887","49","49",10151 000098,3438 CLARKS BRIDGE XING,5/24/2022,"$435,000.00",Qualified,FM,0.68,Residential,"1994","2080",$209.13,34.3646222,-83.7905028,"131390005013"
"888","487","487",10152 000003,3724 LAKELAND RD,3/14/2022,"$250,000.00",Qualified,FM,8.35,Residential,"1954","1215",$205.76,34.3698725,-83.7961,"131390005013"
"889","648","648",10146 000020,3222 LAKELAND RD,3/1/2022,"$495,000.00",Qualified,FM,5.51,Residential,"1957","1503",$329.34,34.3635517,-83.8077489,"131390005013"
"890","877","877",10146 000114,3430 LAKELAND RD,2/15/2022,"$198,000.00",Qualified,FM,0.36,Residential,"1963","1012",$195.65,34.3679135,-83.8051789,"131390005013"
"891","991","991",10151 000106,3414 SOUTH VIEW TRL,2/4/2022,"$371,300.00",Qualified,FM,0.65,Residential,"1991","2543",$146.01,34.36522951,-83.79231637,"131390005013"
"892","1043","1043",10138 000030,2727 WAYMAN DR,1/31/2022,"$180,000.00",Qualified,FM,0.35,Residential,"1962","1885",$95.49,34.3571844,-83.817655,"131390005013"
"893","1044","1044",10138 000030,2727 WAYMAN DR,1/31/2022,"$218,000.00",Qualified,FM,0.35,Residential,"1962","1885",$115.65,34.3571844,-83.817655,"131390005013"
"894","1075","1075",10146 000021A,3342 BARRY LN,1/28/2022,"$515,000.00",Qualified,FM,1.26,Residential,"2005","2442",$210.89,34.3631236,-83.8052618,"131390005013"
"895","1176","1176",10138 000027B,2411 HAWTHORNE LN,1/21/2022,"$838,000.00",Qualified,FM,2.55,Residential,"1968","2946",$284.45,34.3531174,-83.8222344,"131390005013"
"896","1326","1326",10152 000029,3774 NEWPORT DR,1/6/2022,"$360,000.00",Qualified,FM,0.92,Residential,"1986","1594",$225.85,34.3648443,-83.7982973,"131390005013"
"897","51","51",10115 000111,3826 CORINTH DR,5/23/2022,"$350,000.00",Qualified,FM,0.45,Residential,"1973","1968",$177.85,34.3733636,-83.8593756,"131390005022"
"898","273","273",01104 002055,406 NE HUDSON COVE TRL,3/30/2022,"$371,623.00",Qualified,FM,0.23,Residential,"2021","2320",$160.18,34.3498405,-83.8479051,"131390005022"
"899","696","696",01104 002054,410 NE HUDSON COVE TRL,2/28/2022,"$400,078.00",Qualified,FM,0.23,Residential,"2021","2938",$136.17,34.3498405,-83.8479051,"131390005022"
"900","795","795",10115 000036A,3627 COCHRAN RD,2/22/2022,"$135,000.00",Qualified,FM,0.41,Residential,"1969","1844",$73.21,34.3689863,-83.8625231,"131390005022"
"901","838","838",01105 000010,3138 NE MARTHASVILLE CT,2/17/2022,"$975,000.00",Qualified,FM,0.46,Residential,"1977","2813",$346.61,34.3528184,-83.85279,"131390005022"
"902","859","859",01105 000041,2804 NE VILLAGE CT,2/16/2022,"$830,000.00",Qualified,FM,0.48,Residential,"1983","2960",$280.41,34.3503394,-83.8524586,"131390005022"
"903","876","876",10120 000029,4007 CHAPMAN DR,2/15/2022,"$1,188,400.00",Unqualified,"51",0.33,Residential,"2005","1378",$862.41,34.3694976,-83.845168,"131390005022"
"904","995","995",10114 000125A,3574 THOMPSON BND,2/3/2022,"$315,000.00",Qualified,FM,0.53,Residential,"1978","1560",$201.92,34.3613291,-83.8588371,"131390005022"
"905","1093","1093",10115 000088,3720 INDIAN SPRINGS RD,1/27/2022,"$370,000.00",Qualified,FM,0.49,Residential,"1973","2408",$153.65,34.3736648,-83.8662503,"131390005022"
"906","1233","1233",10114 000198,3486 MILL STONE DR,1/14/2022,"$286,900.00",Qualified,FM,0.44,Residential,"1981","1368",$209.72,34.3609585,-83.8626474,"131390005022"
"907","1300","1300",10114 000188,3493 MILLERS PL,1/10/2022,"$314,000.00",Qualified,FM,0.41,Residential,"1987","1928",$162.86,34.3616221,-83.8655463,"131390005022"
"908","99","99",10126 000072,2938 THOMPSON MILL RD,4/15/2022,"$409,900.00",Qualified,FM,0.59,Residential,"1991","2281",$179.70,34.3508042,-83.8380631,"131390005011"
"909","422","422",10134 000017,2710 NORTHLAKE RD,3/18/2022,"$260,000.00",Qualified,FM,0.58,Residential,"1985","1787",$145.50,34.3614006,-83.8276009,"131390005011"
"910","708","708",10136 000097,2448 BASIN CT,2/25/2022,"$315,800.00",Qualified,FM,0.56,Residential,"1986","1428",$221.15,34.3474597,-83.8295484,"131390005011"
"911","713","713",10135 000033,2627 PINEBROOK DR,2/25/2022,"$340,000.00",Qualified,FM,0.3,Residential,"1977","1674",$203.11,34.3562842,-83.8263577,"131390005011"
"912","814","814",10139 000014,2735 WYNELLE DR,2/18/2022,"$210,000.00",Qualified,FM,0.41,Residential,"1972","1704",$123.24,34.3593838,-83.8184424,"131390005011"
"913","1202","1202",10135 000040,2647 LITTLE RIVER PARK RD,1/18/2022,"$275,000.00",Qualified,FM,0.62,Residential,"1985","1800",$152.78,34.3577947,-83.8246173,"131390005011"
"914","1354","1354",10139 000083,3058 SCENIC DR,1/4/2022,"$785,000.00",Qualified,FM,0.27,Residential,"1989","3551",$221.06,34.363943,-83.815766,"131390005011"
"915","133","133",10092 000012,3445 POINT VIEW CIR,4/12/2022,"$1,050,000.00",Unqualified,"26",0.35,Residential,"1993","2638",$398.03,34.33549725,-83.8203738,"131390005012"
"916","341","341",01085 001018,1463 NE ENOTA AVE,3/25/2022,"$365,000.00",Qualified,FM,0.57,Residential,"1955","2188",$166.82,34.3266813,-83.8227524,"131390005012"
"917","457","457",01095 001067,2204 NE COLONIAL CIR,3/17/2022,"$310,000.00",Qualified,FM,0.44,Residential,"1978","2284",$135.73,34.3431149,-83.8213434,"131390005012"
"918","506","506",00084 005005,107 RIVERBEND CIR,3/11/2022,"$180,425.00",Qualified,FM,0.48,Residential,"1950","1450",$124.43,34.3313605,-83.8152926,"131390005012"
"919","576","576",00084 002005,107 BARRETT ST,3/7/2022,"$215,000.00",Qualified,FM,0.62,Residential,"1953","1161",$185.19,34.3328727,-83.8152926,"131390005012"
"920","736","736",01092 002020,1685 NE BLUERIDGE DR,2/25/2022,"$1,175,000.00",Qualified,FM,1.47,Residential,"2015","2828",$415.49,34.3296778,-83.826482,"131390005012"
"921","842","842",01092 001007,1770 NE BLUERIDGE DR,2/17/2022,"$388,000.00",Qualified,FM,1.61,Residential,"1956","2043",$189.92,34.3316878,-83.8260676,"131390005012"
"922","1038","1038",01079 001001B,1126 NE SOUTH ENOTA DR,1/31/2022,"$261,000.00",Qualified,FM,0.3,Residential,"1955","1445",$180.62,34.3214856,-83.8199758,"131390005012"
"923","1253","1253",00093 001026,299 LAKE HILL DR,1/13/2022,"$190,000.00",Qualified,FM,0.49,Residential,"1950","2698",$70.42,34.3373211,-83.8156863,"131390005012"
"924","95","95",01089 001011,220 NW OAKLAND DR,4/18/2022,"$250,000.00",Qualified,FM,0.31,Residential,"1985","1363",$183.42,34.3232428,-83.8377109,"131390004011"
"925","218","218",01117 004017,785 NW LAKESHORE DR,3/31/2022,"$175,000.00",Qualified,FM,0.56,Residential,"1986","1452",$120.52,34.2996272,-83.8493934,"131390004011"
"926","679","679",00115 004047,358 SKYVIEW LN,2/28/2022,"$200,000.00",Qualified,FM,0.62,Residential,"1970","1000",$200.00,34.3086061,-83.8612393,"131390004011"
"927","800","800",01114 001099,1426 NW LAKESHORE CIR,2/22/2022,"$1,050,000.00",Qualified,FM,0.4,Residential,"1970","2978",$352.59,34.3101492,-83.8549438,"131390004011"
"928","802","802",01114 001146,1500 NW WEST LAKE DR,2/22/2022,"$870,000.00",Qualified,FM,1.13,Residential,"1975","2116",$411.15,34.3097305,-83.8580833,"131390004011"
"929","829","829",01117 003029,642 NW LAKESHORE DR,2/18/2022,"$310,000.00",Qualified,FM,0.5,Residential,"2001","1482",$209.18,34.2979959,-83.8470322,"131390004011"
"930","986","986",01114 001118,1429 NW LAKESHORE CIR,1/18/2022,"$259,900.00",Qualified,FM,0.25,Residential,"1974","1711",$151.90,34.3095254,-83.8545711,"131390004011"
"931","1046","1046",00109 002002,2307 MOUNTAIN CREST PL,1/31/2022,"$375,000.00",Qualified,FM,2.43,Residential,"1966","1248",$300.48,34.3209656,-83.8707226,"131390004011"
"932","1216","1216",01091 003009,1674 NW WOODLAWN AVE,1/18/2022,"$417,500.00",Qualified,FM,1.8,Residential,"1958","1685",$247.77,34.3244892,-83.8367165,"131390004011"
"933","1259","1259",01089 001005,372 NW OAKLAND DR,1/13/2022,"$250,000.00",Qualified,FM,0.71,Residential,"1957","1189",$210.26,34.322716,-83.8409839,"131390004011"
"934","183","183",00143 002037,2235 AUTUMN DR,4/4/2022,"$199,000.00",Qualified,FM,3.94,Residential,"1982","1189",$40.62,34.2975484,-83.7952708,"131390007032"
"935","264","264",00143 001112,1792 BISCAYNE BLVD,3/30/2022,"$120,000.00",Qualified,FM,1,Residential,"1980","1040",$115.38,34.2962459,-83.797866,"131390007032"
"936","974","974",00142 001013,1320 BROWN ST,2/4/2022,"$176,000.00",Qualified,FM,0.57,Residential,"1955","582",$75.41,34.2876453,-83.7968877,"131390007032"
"937","1173","1173",15032B000012,1859 CALVARY DR,1/21/2022,"$256,000.00",Qualified,FM,0.39,Residential,"1970","1327",$192.92,34.292581,-83.7944831,"131390007032"
"938","471","471",15044L000045,3767 CHESAPEAKE TRACE LN,1/14/2022,"$270,000.00",Qualified,FM,0.39,Residential,"2000","1030",$262.14,34.2062122,-83.8666644,"131390014044"
"939","472","472",15044L000045,3767 CHESAPEAKE TRACE LN,3/16/2022,"$325,000.00",Qualified,FM,0.39,Residential,"2000","1030",$315.53,34.2062122,-83.8666644,"131390014044"
"940","926","926",15044C000066,3614 GRIFFIN LN,2/10/2022,"$778,764.00",Unqualified,"51",0.37,Residential,"2006","1318",$590.87,34.2086764,-83.8579674,"131390014044"
"941","996","996",15044L000023,3742 LEGACY WALK DR,2/3/2022,"$307,500.00",Qualified,FM,0.23,Residential,"2002","1230",$250.00,34.2079611,-83.8644282,"131390014044"
"942","997","997",15044C000118,3834 STONEY CREEK DR,2/3/2022,"$275,000.00",Qualified,FM,0.37,Residential,"1995","1140",$241.23,34.2052266,-83.8633928,"131390014044"
"943","1306","1306",15044C000180,3865 DEATON RD,1/7/2022,"$235,000.00",Qualified,FM,0.26,Residential,"1995","1135",$207.05,34.2032297,-83.8623989,"131390014044"
"944","246","246",08015B000031,2909 SW FLORENCE DR,3/31/2022,"$186,000.00",Qualified,FM,0.02,Residential,"1997","984",$189.02,34.2756339,-83.872551,"131390010051"
"945","323","323",08015A000033,2874 SW FLORENCE DR,3/25/2022,"$190,000.00",Qualified,FM,0.01,Residential,"1995","1008",$188.49,34.2756389,-83.8744581,"131390010051"
"946","373","373",08015 003006,7 CHERRY LN,3/23/2022,"$240,000.00",Qualified,FM,0.35,Residential,"1959","1259",$190.63,34.2747974,-83.8698116,"131390010051"
"947","475","475",08023C000007,2842 SW DEERWOOD TRCE,3/15/2022,"$205,000.00",Qualified,FM,0.36,Residential,"1988","1446",$141.77,34.2652089,-83.8717579,"131390010051"
"948","486","486",08023C000028,2956 SW WILLOW RIDGE CIR,3/15/2022,"$230,000.00",Qualified,FM,0.24,Residential,"1995","1335",$172.28,34.2672845,-83.8717579,"131390010051"
"949","744","744",08023A000017,3724 SW LEXINGTON CT,2/24/2022,"$387,000.00",Qualified,FM,1.73,Residential,"1999","2318",$166.95,34.2679201,-83.8784242,"131390010051"
"950","840","840",08015 005055,2861 SW FOX BRIDGE CT,2/17/2022,"$160,000.00",Qualified,FM,0.03,Residential,"2007","1070",$149.53,34.2763517,-83.8729089,"131390010051"
"951","1008","1008",08023C000150,3315 SW WILLOW RIDGE CIR,2/2/2022,"$312,000.00",Qualified,FM,0.29,Residential,"1998","1278",$244.13,34.2677859,-83.8766024,"131390010051"
"952","1086","1086",08015B000078,3029 SW BENTLEY PARK CIR,1/28/2022,"$210,000.00",Qualified,FM,0.19,Residential,"2000","1008",$208.33,34.2740129,-83.873486,"131390010051"
